,Ortschaftsname,PLZ,Zusatzziffer,Gemeindename,BFS-Nr,Kantonskürzel,E,N,Sprache
5015,Petit Vichères (Liddes),1945,12,Liddes,6033,VS,7.162270034939605,45.99080348425938,fr
5016,Orsières,1937,0,Orsières,6034,VS,7.146210437707941,46.031092461391744,fr
5017,Champex-Lac,1938,0,Orsières,6034,VS,7.119148173828239,46.02667508335323,fr
5018,Praz-de-Fort,1943,0,Orsières,6034,VS,7.125481227560095,45.99001394326167,fr
5019,La Fouly VS,1944,0,Orsières,6034,VS,7.097446198204443,45.93199611849921,fr
5020,Sembrancher,1933,0,Sembrancher,6035,VS,7.1505448128022655,46.07821788709354,fr
5021,Chamoille (Sembrancher),1933,3,Sembrancher,6035,VS,7.152547918703028,46.060961589826384,fr
5022,La Garde (Sembrancher),1933,4,Sembrancher,6035,VS,7.146475227402576,46.06515751512425,fr
5023,Chemin,1927,0,Val de Bagnes,6037,VS,7.097238740555881,46.089730278897655,fr
5024,Vens (Sembrancher),1933,2,Val de Bagnes,6037,VS,7.126278990513543,46.08841828662321,fr
5025,Le Châble VS,1934,0,Val de Bagnes,6037,VS,7.214645525457372,46.07940545891346,fr
5026,Bruson,1934,1,Val de Bagnes,6037,VS,7.218426579049948,46.065908510262936,fr
5027,Verbier,1936,0,Val de Bagnes,6037,VS,7.21955565904598,46.09407557110608,fr
5028,Vollèges,1941,0,Val de Bagnes,6037,VS,7.168797207352025,46.08737275112697,fr
5029,Cries (Vollèges),1941,2,Val de Bagnes,6037,VS,7.177052106545876,46.091385356935966,fr
5030,Levron,1942,0,Val de Bagnes,6037,VS,7.162036061135981,46.09797853466951,fr
5031,Versegères,1947,0,Val de Bagnes,6037,VS,7.23392761552034,46.06582658876111,fr
5032,Champsec,1947,5,Val de Bagnes,6037,VS,7.24375522628739,46.056146151062464,fr
5033,Lourtier,1948,0,Val de Bagnes,6037,VS,7.263562605275847,46.05238483628717,fr
5034,Fionnay,1948,1,Val de Bagnes,6037,VS,7.309540559358413,46.03230309528966,fr
5035,Sarreyer,1948,2,Val de Bagnes,6037,VS,7.249881462634921,46.06189611083965,fr
5036,Bellwald,3997,0,Bellwald,6052,VS,8.160111829445835,46.423638881133016,de
5037,Binn,3996,0,Binn,6054,VS,8.183673103544466,46.36519075059388,de
5038,Ernen,3995,0,Ernen,6056,VS,8.14397104683918,46.39886293768462,de
5039,Ausserbinn,3995,2,Ernen,6056,VS,8.149206534719529,46.38225718710618,de
5040,Mühlebach (Goms),3995,3,Ernen,6056,VS,8.15664183283064,46.40829684054226,de
5041,Steinhaus,3995,4,Ernen,6056,VS,8.17789670497378,46.42183922600843,de
5042,Fiesch,3984,0,Fiesch,6057,VS,8.13408029640711,46.40368460801047,de
5043,Jungfraujoch,3801,33,Fieschertal,6058,VS,7.983347716477719,46.54742245048247,de
5044,Fiesch,3984,0,Fieschertal,6058,VS,8.101571462786268,46.429851965073695,de
5045,Fieschertal,3984,2,Fieschertal,6058,VS,8.143128535931984,46.42442810137102,de
5046,Bellwald,3997,0,Fieschertal,6058,VS,8.144702289066508,46.43261578659893,de
5047,Grengiols,3993,0,Lax,6061,VS,8.105602683017034,46.38068173955498,de
5048,Lax,3994,0,Lax,6061,VS,8.11738200750304,46.38958000983947,de
5049,Ulrichen,3988,0,Obergoms,6076,VS,8.303466193785733,46.50667163853181,de
5050,Obergesteln,3988,2,Obergoms,6076,VS,8.324603903967008,46.5148237630502,de
5051,Oberwald,3999,0,Obergoms,6076,VS,8.348446195353008,46.534582669967165,de
5052,Münster VS,3985,0,Goms,6077,VS,8.265581332277748,46.48707042207149,de
5053,Geschinen,3985,2,Goms,6077,VS,8.280570884622568,46.49544644168475,de
5054,Biel VS,3989,0,Goms,6077,VS,8.217076611801785,46.45578394128496,de
5055,Ritzingen,3989,2,Goms,6077,VS,8.22338801619698,46.4571210442254,de
5056,Selkingen,3989,3,Goms,6077,VS,8.213629272297085,46.454259564980575,de
5057,Niederwald,3989,4,Goms,6077,VS,8.189193266412971,46.43573120602267,de
5058,Blitzingen,3989,5,Goms,6077,VS,8.202234305755528,46.44138903378869,de
5059,Reckingen VS,3998,0,Goms,6077,VS,8.2427202443981,46.46956276227891,de
5060,Gluringen,3998,1,Goms,6077,VS,8.232041425819009,46.464282841609005,de
5061,St-Léonard,1958,0,Ayent,6082,VS,7.415027585267915,46.26259608480319,fr
5062,Fortunau (Ayent),1966,2,Ayent,6082,VS,7.415952535411249,46.28532170419543,fr
5063,Luc (Ayent),1966,3,Ayent,6082,VS,7.418082700879362,46.28280153967691,fr
5064,St-Romain (Ayent),1966,4,Ayent,6082,VS,7.41281318585804,46.28262261706747,fr
5065,Saxonne (Ayent),1966,5,Ayent,6082,VS,7.406914030883616,46.28023175977324,fr
5066,Villa (Ayent),1966,6,Ayent,6082,VS,7.41563064807125,46.27589147979824,fr
5067,La Place (Ayent),1966,7,Ayent,6082,VS,7.412351364115114,46.273978864150045,fr
5068,Botyre (Ayent),1966,8,Ayent,6082,VS,7.4045329002152735,46.27630414639494,fr
5069,Blignou (Ayent),1966,9,Ayent,6082,VS,7.398727580133826,46.27210958552028,fr
5070,Argnou (Ayent),1966,10,Ayent,6082,VS,7.399568811492724,46.26291723472667,fr
5071,Signèse (Ayent),1966,11,Ayent,6082,VS,7.4011097458904285,46.257458496134895,fr
5072,Anzère,1972,0,Ayent,6082,VS,7.396607870528842,46.29618343485562,fr
5073,Arbaz,1974,0,Ayent,6082,VS,7.395620667573151,46.2875091420914,fr
5074,Evolène,1983,0,Evolène,6083,VS,7.4959923991696,46.11305679987192,fr
5075,Lanna,1983,2,Evolène,6083,VS,7.478568879595649,46.12088556928785,fr
5076,Les Haudères,1984,0,Evolène,6083,VS,7.508661823447762,46.08442395770971,fr
5077,La Tour VS,1984,1,Evolène,6083,VS,7.505717551954862,46.09794631566509,fr
5078,La Sage,1985,0,Evolène,6083,VS,7.514429606082198,46.09883475042129,fr
5079,La Forclaz VS,1985,1,Evolène,6083,VS,7.5175454350910735,46.08597173904282,fr
5080,Villa (Evolène),1985,2,Evolène,6083,VS,7.512424319095392,46.10635938590262,fr
5081,Arolla,1986,0,Evolène,6083,VS,7.483231414915171,46.02482793861217,fr
5082,Euseigne,1982,0,Hérémence,6084,VS,7.422313392371634,46.171640893798205,fr
5083,Hérémence,1987,0,Hérémence,6084,VS,7.4045235263483615,46.180538133568696,fr
5084,St-Martin VS,1969,0,Saint-Martin (VS),6087,VS,7.44377699015705,46.172456189261226,fr
5085,Liez (St-Martin),1969,2,Saint-Martin (VS),6087,VS,7.450896440234247,46.16250929082272,fr
5086,Trogne (St-Martin),1969,3,Saint-Martin (VS),6087,VS,7.45158972392202,46.167854159937725,fr
5087,Suen (St-Martin),1969,4,Saint-Martin (VS),6087,VS,7.436921290418413,46.18145579464538,fr
5088,Eison (St-Martin),1969,5,Saint-Martin (VS),6087,VS,7.466755685444406,46.15351936908285,fr
5089,Euseigne,1982,0,Saint-Martin (VS),6087,VS,7.442194894208193,46.14332174939502,fr
5090,Vex,1981,0,Vex,6089,VS,7.397356856847493,46.21184118566394,fr
5091,Thyon,1988,1,Vex,6089,VS,7.373169211828387,46.18148816049839,fr
5092,Les Collons,1988,2,Vex,6089,VS,7.386178045011673,46.18513974905437,fr
5093,Les Agettes,1992,0,Vex,6089,VS,7.380962553873645,46.20958965616299,fr
5094,Les Mayens-de-Sion,1992,1,Vex,6089,VS,7.381197017031677,46.20203126861733,fr
5095,Vernamiège,1961,0,Mont-Noble,6090,VS,7.437964329016589,46.21015968405985,fr
5096,Mase,1968,0,Mont-Noble,6090,VS,7.431235828020041,46.19489153958595,fr
5097,Nax,1973,0,Mont-Noble,6090,VS,7.427818790780008,46.2285016297058,fr
5098,Vercorin,3967,0,Mont-Noble,6090,VS,7.521950048539993,46.19831664971736,fr
5099,Unterems,3948,0,Agarn,6101,VS,7.674286636160533,46.28792144191126,de
5100,Agarn,3951,0,Agarn,6101,VS,7.663313713524741,46.296663326994505,de
5101,Albinen,3955,0,Albinen,6102,VS,7.63334870249599,46.340379100624205,de
5102,Ergisch,3947,0,Ergisch,6104,VS,7.713069860405987,46.290975459792826,de
5103,Inden,3953,1,Inden,6109,VS,7.618611538591244,46.34384515833891,de
5104,Niedergampel,3945,1,Leuk,6110,VS,7.685951744433156,46.31144780123113,de
5105,Agarn,3951,0,Leuk,6110,VS,7.670387234126085,46.29901044463634,de
5106,Susten,3952,0,Leuk,6110,VS,7.6430672866970735,46.30833170011727,de
5107,Leuk Stadt,3953,0,Leuk,6110,VS,7.6350814634788415,46.317369139133405,de
5108,Inden,3953,1,Leuk,6110,VS,7.622862834963262,46.329388300929416,de
5109,Guttet-Feschel,3956,0,Leuk,6110,VS,7.660668885501676,46.31899305037305,de
5110,Erschmatt,3957,0,Leuk,6110,VS,7.692662184119796,46.32153670722972,de
5111,Salgesch,3970,0,Leuk,6110,VS,7.586179783219438,46.305926641831526,de
5112,Leukerbad,3954,0,Leukerbad,6111,VS,7.629260790700122,46.37938722459076,de
5113,Oberems,3948,1,Oberems,6112,VS,7.694962092552648,46.28147619930132,de
5114,Salgesch,3970,0,Salgesch,6113,VS,7.570781431707039,46.31173143034224,de
5115,Leuk Stadt,3953,0,Varen,6116,VS,7.62146728356318,46.31731333653569,de
5116,Varen,3953,2,Varen,6116,VS,7.607308998404165,46.316526892497095,de
5117,Salgesch,3970,0,Varen,6116,VS,7.591656535883842,46.31170651468381,de
5118,Guttet-Feschel,3956,0,Guttet-Feschel,6117,VS,7.665350846699238,46.32491752976125,de
5119,Gampel,3945,0,Gampel-Bratsch,6118,VS,7.741713117484328,46.31573000222173,de
5120,Niedergampel,3945,1,Gampel-Bratsch,6118,VS,7.714112309381215,46.31221351266343,de
5121,Bratsch,3957,2,Gampel-Bratsch,6118,VS,7.708997276401564,46.32004530021047,de
5122,Steg VS,3940,0,Turtmann-Unterems,6119,VS,7.742769480239165,46.30551542891777,de
5123,Eischoll,3943,0,Turtmann-Unterems,6119,VS,7.739882302459548,46.29599972489039,de
5124,Turtmann,3946,0,Turtmann-Unterems,6119,VS,7.702859822230383,46.301216099193645,de
5125,Gruben,3946,2,Turtmann-Unterems,6119,VS,7.705911138811711,46.21074558651029,de
5126,Unterems,3948,0,Turtmann-Unterems,6119,VS,7.696690811757482,46.292017116851824,de
5127,Agarn,3951,0,Turtmann-Unterems,6119,VS,7.681980121917834,46.29441756526892,de
5128,Chemin,1927,0,Bovernier,6131,VS,7.078385211550413,46.08521298444002,fr
5129,Bovernier,1932,0,Bovernier,6131,VS,7.087412805299337,46.07996265073143,fr
5130,Les Valettes (Bovernier),1932,2,Bovernier,6131,VS,7.074574053018097,46.07565125514208,fr
5131,Fully,1926,0,Fully,6133,VS,7.113703645184003,46.13822159680439,fr
5132,Isérables,1914,0,Isérables,6134,VS,7.245092402872128,46.161497843679136,fr
5133,Haute-Nendaz,1997,0,Isérables,6134,VS,7.253900208411707,46.16623602845828,fr
5134,Ovronnaz,1911,0,Leytron,6135,VS,7.172186525495811,46.19939911805511,fr
5135,Leytron,1912,0,Leytron,6135,VS,7.214660401252122,46.1878628417876,fr
5136,Produit (Leytron),1912,2,Leytron,6135,VS,7.19474983825247,46.18654133564318,fr
5137,Montagnon (Leytron),1912,3,Leytron,6135,VS,7.192906154818378,46.1903300295734,fr
5138,Dugny (Leytron),1912,4,Leytron,6135,VS,7.182926253956099,46.18932705005605,fr
5139,Vernayaz,1904,0,Martigny,6136,VS,7.048096356310855,46.12921859448401,fr
5140,Charrat,1906,0,Martigny,6136,VS,7.129801616572824,46.12348589907232,fr
5141,Martigny,1920,0,Martigny,6136,VS,7.073760736530098,46.1006186404214,fr
5142,Chemin,1927,0,Martigny,6136,VS,7.072733249138815,46.08607394532486,fr
5143,Martigny,1920,0,Martigny-Combe,6137,VS,7.004851420038421,46.093267215727984,fr
5144,Martigny-Croix,1921,0,Martigny-Combe,6137,VS,7.053963840468771,46.08656162114112,fr
5145,Ravoire,1928,0,Martigny-Combe,6137,VS,7.046008021997069,46.0971609921974,fr
5146,Riddes,1908,0,Riddes,6139,VS,7.220397364676841,46.16866445379732,fr
5147,Auddes-sur-Riddes,1914,2,Riddes,6139,VS,7.244082421248077,46.154421345115445,fr
5148,La Tzoumaz,1918,0,Riddes,6139,VS,7.235581015338636,46.1442506512889,fr
5149,Saillon,1913,0,Saillon,6140,VS,7.184742033903402,46.171378959509966,fr
5150,Saxon,1907,0,Saxon,6141,VS,7.180756670424969,46.1453358685022,fr
5151,Trient,1929,0,Trient,6142,VS,6.994749281258012,46.056005434267945,fr
5152,Praz-de-Fort,1943,0,Trient,6142,VS,7.043396482784544,45.99873062936989,fr
5153,Champéry,1874,0,Champéry,6151,VS,6.870265228961153,46.17828605626536,fr
5154,Collombey,1868,0,Collombey-Muraz,6152,VS,6.934285230104127,46.253149809266304,fr
5155,Collombey,1868,0,Collombey-Muraz,6152,VS,6.946357204847805,46.26798982210981,fr
5156,Troistorrents,1872,0,Collombey-Muraz,6152,VS,6.9226272269471165,46.25605257753919,fr
5157,Muraz (Collombey),1893,0,Collombey-Muraz,6152,VS,6.925764110753536,46.28020212105689,fr
5158,Monthey,1870,0,Monthey,6153,VS,6.946996349593051,46.25269662181621,fr
5159,Monthey,1870,0,Monthey,6153,VS,6.815222333850122,46.20704346970204,fr
5160,Choëx,1871,0,Monthey,6153,VS,6.960992504581979,46.24358690901245,fr
5161,Les Giettes,1871,2,Monthey,6153,VS,6.962374520441982,46.22497216321493,fr
5162,Bouveret,1897,0,Port-Valais,6154,VS,6.8511892723358105,46.38473792420896,fr
5163,Les Evouettes,1897,3,Port-Valais,6154,VS,6.876993876210577,46.362477845560754,fr
5164,St-Gingolph,1898,0,Port-Valais,6154,VS,6.841897258117005,46.38027643055781,fr
5165,St-Gingolph,1898,0,Saint-Gingolph,6155,VS,6.804014964468848,46.392595930301226,fr
5166,Les Giettes,1871,2,Troistorrents,6156,VS,6.934307143449393,46.22436167290547,fr
5167,Troistorrents,1872,0,Troistorrents,6156,VS,6.919014793731514,46.22976021631569,fr
5168,Morgins,1875,0,Troistorrents,6156,VS,6.857478412142252,46.23722586205216,fr
5169,Val-d'Illiez,1873,0,Val-d'Illiez,6157,VS,6.893094753540793,46.20444987142631,fr
5170,Champoussin,1873,2,Val-d'Illiez,6157,VS,6.864185158766531,46.209307580846826,fr
5171,Les Crosets,1873,3,Val-d'Illiez,6157,VS,6.839315437798484,46.18554200773848,fr
5172,Vionnaz,1895,0,Vionnaz,6158,VS,6.899649505473624,46.30898120098612,fr
5173,Torgon,1899,0,Vionnaz,6158,VS,6.8764319154909215,46.31976216027535,fr
5174,Vouvry,1896,0,Vouvry,6159,VS,6.886023203442387,46.33542907107,fr
5175,Miex,1896,2,Vouvry,6159,VS,6.863656833888342,46.33845551166295,fr
5176,Les Evouettes,1897,3,Vouvry,6159,VS,6.880543236993984,46.355174269511046,fr
5177,Bister,3983,2,Bister,6172,VS,8.066105962098892,46.36187853246685,de
5178,Blatten b. Naters,3914,0,Bitsch,6173,VS,8.001643917094047,46.36540132839397,de
5179,Bitsch,3982,0,Bitsch,6173,VS,8.017237045291322,46.3360033347179,de
5180,Grengiols,3993,0,Grengiols,6177,VS,8.093490650118937,46.3717829703639,de
5181,Binn,3996,0,Grengiols,6177,VS,8.174408769781706,46.34057005573592,de
5182,Goppisberg,3983,4,Riederalp,6181,VS,8.050528968198622,46.371523410976,de
5183,Greich,3983,5,Riederalp,6181,VS,8.03941857934939,46.36645648891943,de
5184,Ried-Mörel,3986,0,Riederalp,6181,VS,8.033368351238794,46.356593446224565,de
5185,Riederalp,3987,0,Riederalp,6181,VS,8.027722836023205,46.37757235139932,de
5186,Ausserberg,3938,0,Ausserberg,6191,VS,7.851100174477476,46.31433512133436,de
5187,St. German,3942,3,Ausserberg,6191,VS,7.825984183898441,46.31778537691957,de
5188,Blatten (Lötschen),3919,0,Blatten,6192,VS,7.81938094132358,46.42044016431107,de
5189,Bürchen,3935,0,Bürchen,6193,VS,7.8164280339851215,46.28229821571667,de
5190,Eischoll,3943,0,Eischoll,6194,VS,7.779264456060321,46.29478191024971,de
5191,Ferden,3916,0,Ferden,6195,VS,7.759402114970393,46.39393770097724,de
5192,Goppenstein,3917,2,Ferden,6195,VS,7.754931770588264,46.368000497733846,de
5193,Kippel,3917,0,Kippel,6197,VS,7.773366612573313,46.39898810400208,de
5194,Steg VS,3940,0,Niedergesteln,6198,VS,7.755258988697181,46.30735953172506,de
5195,Raron,3942,0,Niedergesteln,6198,VS,7.789697688089494,46.30278209597945,de
5196,Niedergesteln,3942,2,Niedergesteln,6198,VS,7.781780669737697,46.31288224097408,de
5197,Eischoll,3943,0,Niedergesteln,6198,VS,7.7496836619594385,46.30205854216951,de
5198,Hohtenn,3949,0,Niedergesteln,6198,VS,7.797978131016313,46.35541916635614,de
5199,Raron,3942,0,Raron,6199,VS,7.800127578711266,46.31136131434034,de
5200,Niedergesteln,3942,2,Raron,6199,VS,7.82621920970944,46.35768055414514,de
5201,St. German,3942,3,Raron,6199,VS,7.820930368250639,46.31228628653356,de
5202,Raron,3942,0,Unterbäch,6201,VS,7.796592291232399,46.30047051810902,de
5203,Unterbäch VS,3944,0,Unterbäch,6201,VS,7.800292920774198,46.284876989019445,de
5204,Wiler (Lötschen),3918,0,Wiler (Lötschen),6202,VS,7.783561471129173,46.40420582224776,de
5205,Mörel,3983,0,Mörel-Filet,6203,VS,8.0446302528179,46.35597415570504,de
5206,Filet,3983,3,Mörel-Filet,6203,VS,8.052511578539768,46.36107886224234,de
5207,Steg VS,3940,0,Steg-Hohtenn,6204,VS,7.7469713998413,46.31497029333863,de
5208,Hohtenn,3949,0,Steg-Hohtenn,6204,VS,7.756349049694174,46.31865082411285,de
5209,Goppisberg,3983,4,Bettmeralp,6205,VS,8.056559429112108,46.37183416755863,de
5210,Betten,3991,0,Bettmeralp,6205,VS,8.069449382400128,46.37680504136696,de
5211,Bettmeralp,3992,0,Bettmeralp,6205,VS,8.062584053315772,46.39010166377326,de
5212,Martisberg,3994,2,Bettmeralp,6205,VS,8.099969900898893,46.38571065192288,de
5213,Collonges,1903,0,Collonges,6211,VS,7.033932316278164,46.17162530827555,fr
5214,Dorénaz,1905,0,Dorénaz,6212,VS,7.041856659106228,46.148926289348175,fr
5215,Evionnaz,1902,0,Evionnaz,6213,VS,7.02358267236199,46.17846800793821,fr
5216,Finhaut,1925,0,Finhaut,6214,VS,6.974126422326267,46.082413834367046,fr
5217,Le Châtelard VS,1925,1,Finhaut,6214,VS,6.956749684428879,46.05799243738604,fr
5218,Massongex,1869,0,Massongex,6215,VS,6.989587773639975,46.24263881488182,fr
5219,Monthey,1870,0,Massongex,6215,VS,6.972027186418719,46.24454506644819,fr
5220,Les Giettes,1871,2,Massongex,6215,VS,6.963373850224195,46.218956050105646,fr
5221,Vérossaz,1891,11,Massongex,6215,VS,6.9887802638186045,46.22423454200383,fr
5222,St-Maurice,1890,0,Saint-Maurice,6217,VS,7.003067199679312,46.217365325282806,fr
5223,Mex VS,1890,1,Saint-Maurice,6217,VS,6.999566125073558,46.184981232340135,fr
5224,Evionnaz,1902,0,Saint-Maurice,6217,VS,7.029569376056872,46.18479432859637,fr
5225,Salvan,1922,0,Salvan,6218,VS,7.020941556268409,46.120629750611776,fr
5226,Les Granges (Salvan),1922,1,Salvan,6218,VS,7.021887669587512,46.12800488760555,fr
5227,Les Marécottes,1923,0,Salvan,6218,VS,7.009081458025569,46.11252358637176,fr
5228,Le Trétien,1923,2,Salvan,6218,VS,6.99844880859351,46.1010012370918,fr
5229,Vernayaz,1904,0,Vernayaz,6219,VS,7.038748683179195,46.13431014110594,fr
5230,Martigny,1920,0,Vernayaz,6219,VS,7.033558314963782,46.11599980436852,fr
5231,Vérossaz,1891,11,Vérossaz,6220,VS,6.988392425251994,46.210533572208085,fr
5232,Chalais,3966,0,Chalais,6232,VS,7.504636446474167,46.26522927144051,fr
5233,Réchy,3966,1,Chalais,6232,VS,7.497179300959652,46.26173653448263,fr
5234,Vercorin,3967,0,Chalais,6232,VS,7.533137481743038,46.25748806683922,fr
5235,Grône,3979,0,Chalais,6232,VS,7.48175559722699,46.25839258893176,fr
5236,Chippis,3965,0,Chippis,6235,VS,7.540240750214068,46.28056876851519,fr
5237,Vercorin,3967,0,Grône,6238,VS,7.506868948293127,46.241551437114914,fr
5238,Grône,3979,0,Grône,6238,VS,7.454334163635748,46.251695014314585,fr
5239,Icogne,1977,0,Icogne,6239,VS,7.438547224598805,46.29072702340443,fr
5240,Lens,1978,0,Icogne,6239,VS,7.447166217161571,46.2888990823093,fr
5241,Crans-Montana,3963,0,Icogne,6239,VS,7.486577112433673,46.37065244782137,fr
5242,Crans VS,3963,5,Icogne,6239,VS,7.45294315087956,46.30776663148385,fr
5243,Lens,1978,0,Lens,6240,VS,7.445402632812291,46.27894474482045,fr
5244,Crans-Montana,3963,0,Lens,6240,VS,7.466965210339694,46.30876286622408,fr
5245,Crans VS,3963,5,Lens,6240,VS,7.456742640018829,46.30616157633751,fr
5246,Chermignon-d'en-Bas,3971,1,Lens,6240,VS,7.472571697300793,46.279467834753525,fr
5247,Ollon VS,3971,2,Lens,6240,VS,7.4722721691370175,46.2748687552868,fr
5248,Flanthey,3978,0,Lens,6240,VS,7.453926076831864,46.2698399562725,fr
5249,St-Léonard,1958,0,Saint-Léonard,6246,VS,7.419764623344002,46.2558951997907,fr
5250,St-Léonard,1958,0,Sierre,6248,VS,7.4451900209360335,46.26088137190327,fr
5251,Sierre,3960,0,Sierre,6248,VS,7.536354241222192,46.29361153305985,fr
5252,Muraz (Sierre),3960,5,Sierre,6248,VS,7.529721560284513,46.297521304004455,fr
5253,Chippis,3965,0,Sierre,6248,VS,7.527667688976725,46.279127337566806,fr
5254,Chalais,3966,0,Sierre,6248,VS,7.512373466100317,46.27235153563446,fr
5255,Réchy,3966,1,Sierre,6248,VS,7.496842750201279,46.26835386826088,fr
5256,Ollon VS,3971,2,Sierre,6248,VS,7.487675854343136,46.27485782261582,fr
5257,Noës,3976,0,Sierre,6248,VS,7.506543144239929,46.28014489429084,fr
5258,Champzabé,3976,2,Sierre,6248,VS,7.498103800928822,46.27845965598873,fr
5259,Granges VS,3977,0,Sierre,6248,VS,7.464568926911881,46.25945218622231,fr
5260,Niouc,3960,4,Anniviers,6252,VS,7.552123697265674,46.2709109109686,fr
5261,Vissoie,3961,21,Anniviers,6252,VS,7.58510852545964,46.21527434812249,fr
5262,St-Luc,3961,22,Anniviers,6252,VS,7.597769855935957,46.22016978916263,fr
5263,Chandolin,3961,23,Anniviers,6252,VS,7.589870314294379,46.25247510357885,fr
5264,Ayer,3961,24,Anniviers,6252,VS,7.6028847301072355,46.17883128755313,fr
5265,Zinal,3961,25,Anniviers,6252,VS,7.626590678506308,46.135840074916906,fr
5266,Grimentz,3961,26,Anniviers,6252,VS,7.576039971007117,46.17898796815283,fr
5267,Mission,3961,27,Anniviers,6252,VS,7.594660450103585,46.19254731933477,fr
5268,St-Jean VS,3961,41,Anniviers,6252,VS,7.584903275621777,46.19642747423346,fr
5269,Corin-de-la-Crête,3960,2,Crans-Montana,6253,VS,7.50283076251081,46.28452269849179,fr
5270,Loc,3960,3,Crans-Montana,6253,VS,7.511143698207816,46.29347900834189,fr
5271,Crans-Montana,3963,0,Crans-Montana,6253,VS,7.4816840654176895,46.312724588858025,fr
5272,Montana,3963,3,Crans-Montana,6253,VS,7.489975029410551,46.29740476819647,fr
5273,Aminona,3963,4,Crans-Montana,6253,VS,7.525688621949673,46.33259278197487,fr
5274,Salgesch,3970,0,Crans-Montana,6253,VS,7.550619878057684,46.32648175163133,de
5275,Chermignon,3971,0,Crans-Montana,6253,VS,7.47474968125803,46.28683573855481,fr
5276,Chermignon-d'en-Bas,3971,1,Crans-Montana,6253,VS,7.482486927324828,46.281325248999295,fr
5277,Ollon VS,3971,2,Crans-Montana,6253,VS,7.477438577383105,46.27371218369514,fr
5278,Miège,3972,0,Crans-Montana,6253,VS,7.551451793817972,46.33923084625356,fr
5279,Venthône,3973,0,Crans-Montana,6253,VS,7.510147822779167,46.30102949966504,fr
5280,Mollens VS,3974,0,Crans-Montana,6253,VS,7.520808918106462,46.31641613403653,fr
5281,Randogne,3975,0,Crans-Montana,6253,VS,7.510795370064384,46.31299966723151,fr
5282,Noës,3976,0,Crans-Montana,6253,VS,7.506957004165805,46.28371182133079,fr
5283,Champzabé,3976,2,Crans-Montana,6253,VS,7.498270701595305,46.27921410919743,fr
5284,Sierre,3960,0,Noble-Contrée,6254,VS,7.550626499701002,46.30266574622552,fr
5285,Veyras,3968,0,Noble-Contrée,6254,VS,7.537032508249072,46.30244701153277,fr
5286,Miège,3972,0,Noble-Contrée,6254,VS,7.547221323582261,46.31213413527323,fr
5287,Venthône,3973,0,Noble-Contrée,6254,VS,7.531992201550575,46.30774565357256,fr
5288,Arbaz,1974,0,Arbaz,6261,VS,7.383492449368395,46.272265128567504,fr
5289,Sion,1950,0,Grimisuat,6263,VS,7.366197815813801,46.24969605700685,fr
5290,Signèse (Ayent),1966,11,Grimisuat,6263,VS,7.396739413960184,46.25226474148133,fr
5291,Grimisuat,1971,0,Grimisuat,6263,VS,7.385608034587634,46.25991250191265,fr
5292,Champlan (Grimisuat),1971,2,Grimisuat,6263,VS,7.374040337635154,46.24691959673391,fr
5293,Sion,1950,0,Savièse,6265,VS,7.36318386671017,46.247069998540525,fr
5294,Pont-de-la-Morge (Sion),1962,0,Savièse,6265,VS,7.316203757287209,46.2398264539996,fr
5295,Savièse,1965,0,Savièse,6265,VS,7.349772612262194,46.250772145202895,fr
5296,Sion,1950,0,Sion,6266,VS,7.361994270734104,46.233426125102106,fr
5297,Uvrier,1958,2,Sion,6266,VS,7.412451825705523,46.250753088118174,fr
5298,Pont-de-la-Morge (Sion),1962,0,Sion,6266,VS,7.317123099967439,46.22411991657043,fr
5299,Bramois,1967,0,Sion,6266,VS,7.403950886634168,46.2307537103581,fr
5300,Champlan (Grimisuat),1971,2,Sion,6266,VS,7.370214992246643,46.243800262322544,fr
5301,Salins,1991,0,Sion,6266,VS,7.357153924314344,46.210600232096674,fr
5302,Arvillard (Salins),1991,2,Sion,6266,VS,7.345930020287275,46.210997048896594,fr
5303,Pravidondaz (Salins),1991,3,Sion,6266,VS,7.354252873472855,46.211948946012086,fr
5304,Turin (Salins),1991,4,Sion,6266,VS,7.354082630706126,46.2155069264354,fr
5305,Misériez (Salins),1991,5,Sion,6266,VS,7.345483451105422,46.20714533946851,fr
5306,Les Agettes,1992,0,Sion,6266,VS,7.3791065044316895,46.20818489697178,fr
5307,Les Mayens-de-Sion,1992,1,Sion,6266,VS,7.3641846390800065,46.19262059200774,fr
5308,La Vernaz (Les Agettes),1992,2,Sion,6266,VS,7.371644021098981,46.21041140836868,fr
5309,Crête-à-l'Oeil (Les Agettes),1992,3,Sion,6266,VS,7.370318380621426,46.211326399527664,fr
5310,Veysonnaz,1993,0,Sion,6266,VS,7.348833517623,46.20007954049152,fr
5311,Aproz (Nendaz),1994,2,Sion,6266,VS,7.317888718763461,46.20733820514152,fr
5312,Salins,1991,0,Veysonnaz,6267,VS,7.339066958026998,46.20242268242104,fr
5313,Veysonnaz,1993,0,Veysonnaz,6267,VS,7.33602387813207,46.196065302684126,fr
5314,Visp,3930,0,Baltschieder,6281,VS,7.84843832963399,46.30430403194851,de
5315,Baltschieder,3937,0,Baltschieder,6281,VS,7.881133662269449,46.37593645951681,de
5316,Baltschieder,3937,0,Baltschieder,6281,VS,7.864849657454506,46.309447005326405,de
5317,Saas-Balen,3908,0,Eisten,6282,VS,7.917565101208645,46.17063116979563,de
